provider,model,dataset,query_id,doc_a_id,doc_b_id,direction,from_cache,raw_response,category,current_parser_label,stored_parse_error,prompt_tokens,completion_tokens
azure,gpt-4.1-mini,fiqa,0,216077,513362,ab,False,A,exact,A,,218,2
azure,gpt-4.1-mini,fiqa,0,216077,513362,ba,False,B,exact,B,,218,2
azure,gpt-4.1-mini,fiqa,0,216077,531442,ab,False,B,exact,B,,292,2
azure,gpt-4.1-mini,fiqa,0,216077,531442,ba,False,A,exact,A,,292,2
azure,gpt-4.1-mini,fiqa,0,216077,531578,ab,False,B,exact,B,,304,2
azure,gpt-4.1-mini,fiqa,0,216077,531578,ba,False,A,exact,A,,304,2
azure,gpt-4.1-mini,fiqa,0,216077,55200,ab,False,A,exact,A,,279,2
azure,gpt-4.1-mini,fiqa,0,216077,55200,ba,False,A,exact,A,,279,2
azure,gpt-4.1-mini,fiqa,0,216077,562777,ab,False,A,exact,A,,290,2
azure,gpt-4.1-mini,fiqa,0,216077,562777,ba,False,B,exact,B,,290,2
azure,gpt-4.1-mini,fiqa,0,327002,381151,ab,False,A,exact,A,,272,2
azure,gpt-4.1-mini,fiqa,0,327002,381151,ba,False,B,exact,B,,272,2
azure,gpt-4.1-mini,fiqa,0,327002,417981,ab,False,A,exact,A,,283,2
azure,gpt-4.1-mini,fiqa,0,327002,417981,ba,False,B,exact,B,,283,2
azure,gpt-4.1-mini,fiqa,0,327002,513362,ab,False,A,exact,A,,200,2
azure,gpt-4.1-mini,fiqa,0,327002,513362,ba,False,B,exact,B,,200,2
azure,gpt-4.1-mini,fiqa,0,327002,531442,ab,False,A,exact,A,,274,2
azure,gpt-4.1-mini,fiqa,0,327002,531442,ba,False,B,exact,B,,274,2
azure,gpt-4.1-mini,fiqa,0,327002,531578,ab,False,B,exact,B,,286,2
azure,gpt-4.1-mini,fiqa,0,327002,531578,ba,False,A,exact,A,,286,2
azure,gpt-4.1-mini,fiqa,0,327002,55200,ab,False,A,exact,A,,261,2
azure,gpt-4.1-mini,fiqa,0,327002,55200,ba,False,B,exact,B,,261,2
azure,gpt-4.1-mini,fiqa,0,327002,562777,ab,False,A,exact,A,,272,2
azure,gpt-4.1-mini,fiqa,0,327002,562777,ba,False,B,exact,B,,272,2
azure,gpt-4.1-mini,fiqa,0,381151,417981,ab,False,A,exact,A,,279,2
azure,gpt-4.1-mini,fiqa,0,381151,417981,ba,False,B,exact,B,,279,2
azure,gpt-4.1-mini,fiqa,0,381151,513362,ab,False,A,exact,A,,196,2
azure,gpt-4.1-mini,fiqa,0,381151,513362,ba,False,B,exact,B,,196,2
azure,gpt-4.1-mini,fiqa,0,381151,531442,ab,False,B,exact,B,,270,2
azure,gpt-4.1-mini,fiqa,0,381151,531442,ba,False,A,exact,A,,270,2
azure,gpt-4.1-mini,fiqa,0,381151,531578,ab,False,B,exact,B,,282,2
azure,gpt-4.1-mini,fiqa,0,381151,531578,ba,False,A,exact,A,,282,2
azure,gpt-4.1-mini,fiqa,0,381151,55200,ab,False,A,exact,A,,257,2
azure,gpt-4.1-mini,fiqa,0,381151,55200,ba,False,B,exact,B,,257,2
azure,gpt-4.1-mini,fiqa,0,381151,562777,ab,False,A,exact,A,,268,2
azure,gpt-4.1-mini,fiqa,0,381151,562777,ba,False,B,exact,B,,268,2
azure,gpt-4.1-mini,fiqa,0,417981,513362,ab,False,A,exact,A,,207,2
azure,gpt-4.1-mini,fiqa,0,417981,513362,ba,False,B,exact,B,,207,2
azure,gpt-4.1-mini,fiqa,0,417981,531442,ab,False,B,exact,B,,281,2
azure,gpt-4.1-mini,fiqa,0,417981,531442,ba,False,A,exact,A,,281,2
azure,gpt-4.1-mini,fiqa,0,417981,531578,ab,False,B,exact,B,,293,2
azure,gpt-4.1-mini,fiqa,0,417981,531578,ba,False,A,exact,A,,293,2
azure,gpt-4.1-mini,fiqa,0,417981,55200,ab,False,B,exact,B,,268,2
azure,gpt-4.1-mini,fiqa,0,417981,55200,ba,False,A,exact,A,,268,2
azure,gpt-4.1-mini,fiqa,0,417981,562777,ab,False,A,exact,A,,279,2
azure,gpt-4.1-mini,fiqa,0,417981,562777,ba,False,B,exact,B,,279,2
azure,gpt-4.1-mini,fiqa,0,513362,531442,ab,False,B,exact,B,,198,2
azure,gpt-4.1-mini,fiqa,0,513362,531442,ba,False,A,exact,A,,198,2
azure,gpt-4.1-mini,fiqa,0,513362,531578,ab,False,B,exact,B,,210,2
azure,gpt-4.1-mini,fiqa,0,513362,531578,ba,False,A,exact,A,,210,2
azure,gpt-4.1-mini,fiqa,0,513362,55200,ab,False,B,exact,B,,185,2
azure,gpt-4.1-mini,fiqa,0,513362,55200,ba,False,A,exact,A,,185,2
azure,gpt-4.1-mini,fiqa,0,513362,562777,ab,False,B,exact,B,,196,2
azure,gpt-4.1-mini,fiqa,0,513362,562777,ba,False,A,exact,A,,196,2
azure,gpt-4.1-mini,fiqa,0,531442,531578,ab,False,B,exact,B,,284,2
azure,gpt-4.1-mini,fiqa,0,531442,531578,ba,False,A,exact,A,,284,2
azure,gpt-4.1-mini,fiqa,0,531442,55200,ab,False,A,exact,A,,259,2
azure,gpt-4.1-mini,fiqa,0,531442,55200,ba,False,B,exact,B,,259,2
azure,gpt-4.1-mini,fiqa,0,531442,562777,ab,False,A,exact,A,,270,2
azure,gpt-4.1-mini,fiqa,0,531442,562777,ba,False,B,exact,B,,270,2
azure,gpt-4.1-mini,fiqa,0,531578,55200,ab,False,A,exact,A,,271,2
azure,gpt-4.1-mini,fiqa,0,531578,55200,ba,False,B,exact,B,,271,2
azure,gpt-4.1-mini,fiqa,0,531578,562777,ab,False,A,exact,A,,282,2
azure,gpt-4.1-mini,fiqa,0,531578,562777,ba,False,B,exact,B,,282,2
azure,gpt-4.1-mini,fiqa,0,55200,562777,ab,False,A,exact,A,,257,2
azure,gpt-4.1-mini,fiqa,0,55200,562777,ba,False,B,exact,B,,257,2
cohere,command-r-plus-08-2024,fiqa,4,194308,327002,ab,False,B,exact,B,,258,1
cohere,command-r-plus-08-2024,fiqa,4,194308,327002,ba,False,A,exact,A,,258,1
cohere,command-r-plus-08-2024,fiqa,4,194308,332161,ab,False,B,exact,B,,197,1
cohere,command-r-plus-08-2024,fiqa,4,194308,332161,ba,False,A,exact,A,,197,1
cohere,command-r-plus-08-2024,fiqa,4,194308,390435,ab,False,B,exact,B,,257,1
cohere,command-r-plus-08-2024,fiqa,4,194308,390435,ba,False,B,exact,B,,257,1
cohere,command-r-plus-08-2024,fiqa,4,194308,397608,ab,False,B,exact,B,,267,1
cohere,command-r-plus-08-2024,fiqa,4,194308,397608,ba,False,B,exact,B,,267,1
cohere,command-r-plus-08-2024,fiqa,4,194308,40257,ab,False,B,exact,B,,265,1
cohere,command-r-plus-08-2024,fiqa,4,194308,40257,ba,False,A,exact,A,,265,1
cohere,command-r-plus-08-2024,fiqa,4,194308,434619,ab,False,B,exact,B,,185,1
cohere,command-r-plus-08-2024,fiqa,4,194308,434619,ba,False,B,exact,B,,185,1
cohere,command-r-plus-08-2024,fiqa,4,194308,447231,ab,False,B,exact,B,,287,1
cohere,command-r-plus-08-2024,fiqa,4,194308,447231,ba,False,A,exact,A,,287,1
cohere,command-r-plus-08-2024,fiqa,4,194308,531578,ab,False,B,exact,B,,267,1
cohere,command-r-plus-08-2024,fiqa,4,194308,531578,ba,False,A,exact,A,,267,1
cohere,command-r-plus-08-2024,fiqa,4,194308,562777,ab,False,B,exact,B,,251,1
cohere,command-r-plus-08-2024,fiqa,4,194308,562777,ba,False,B,exact,B,,251,1
cohere,command-r-plus-08-2024,fiqa,4,327002,332161,ab,False,B,exact,B,,231,1
cohere,command-r-plus-08-2024,fiqa,4,327002,332161,ba,False,B,exact,B,,231,1
cohere,command-r-plus-08-2024,fiqa,4,327002,390435,ab,False,A,exact,A,,291,1
cohere,command-r-plus-08-2024,fiqa,4,327002,390435,ba,False,B,exact,B,,291,1
cohere,command-r-plus-08-2024,fiqa,4,327002,397608,ab,False,A,exact,A,,301,1
cohere,command-r-plus-08-2024,fiqa,4,327002,397608,ba,False,B,exact,B,,301,1
cohere,command-r-plus-08-2024,fiqa,4,327002,40257,ab,False,B,exact,B,,299,1
cohere,command-r-plus-08-2024,fiqa,4,327002,40257,ba,False,B,exact,B,,299,1
cohere,command-r-plus-08-2024,fiqa,4,327002,434619,ab,False,A,exact,A,,219,1
cohere,command-r-plus-08-2024,fiqa,4,327002,434619,ba,False,B,exact,B,,219,1
cohere,command-r-plus-08-2024,fiqa,4,327002,447231,ab,False,B,exact,B,,321,1
cohere,command-r-plus-08-2024,fiqa,4,327002,447231,ba,False,B,exact,B,,321,1
cohere,command-r-plus-08-2024,fiqa,4,327002,531578,ab,False,A,exact,A,,301,1
cohere,command-r-plus-08-2024,fiqa,4,327002,531578,ba,False,B,exact,B,,301,1
cohere,command-r-plus-08-2024,fiqa,4,327002,562777,ab,False,A,exact,A,,285,1
cohere,command-r-plus-08-2024,fiqa,4,327002,562777,ba,False,B,exact,B,,285,1
cohere,command-r-plus-08-2024,fiqa,4,332161,390435,ab,False,B,exact,B,,230,1
cohere,command-r-plus-08-2024,fiqa,4,332161,390435,ba,False,B,exact,B,,230,1
cohere,command-r-plus-08-2024,fiqa,4,332161,397608,ab,False,A,exact,A,,240,1
cohere,command-r-plus-08-2024,fiqa,4,332161,397608,ba,False,B,exact,B,,240,1
cohere,command-r-plus-08-2024,fiqa,4,332161,40257,ab,False,B,exact,B,,238,1
cohere,command-r-plus-08-2024,fiqa,4,332161,40257,ba,False,B,exact,B,,238,1
cohere,command-r-plus-08-2024,fiqa,4,332161,434619,ab,False,A,exact,A,,158,1
cohere,command-r-plus-08-2024,fiqa,4,332161,434619,ba,False,B,exact,B,,158,1
cohere,command-r-plus-08-2024,fiqa,4,332161,447231,ab,False,B,exact,B,,260,1
cohere,command-r-plus-08-2024,fiqa,4,332161,447231,ba,False,B,exact,B,,260,1
cohere,command-r-plus-08-2024,fiqa,4,332161,531578,ab,False,B,exact,B,,240,1
cohere,command-r-plus-08-2024,fiqa,4,332161,531578,ba,False,B,exact,B,,240,1
cohere,command-r-plus-08-2024,fiqa,4,332161,562777,ab,False,A,exact,A,,224,1
cohere,command-r-plus-08-2024,fiqa,4,332161,562777,ba,False,B,exact,B,,224,1
cohere,command-r-plus-08-2024,fiqa,4,390435,397608,ab,False,B,exact,B,,300,1
cohere,command-r-plus-08-2024,fiqa,4,390435,397608,ba,False,B,exact,B,,300,1
cohere,command-r-plus-08-2024,fiqa,4,390435,40257,ab,False,B,exact,B,,298,1
cohere,command-r-plus-08-2024,fiqa,4,390435,40257,ba,False,B,exact,B,,298,1
cohere,command-r-plus-08-2024,fiqa,4,390435,434619,ab,False,B,exact,B,,218,1
cohere,command-r-plus-08-2024,fiqa,4,390435,434619,ba,False,B,exact,B,,218,1
cohere,command-r-plus-08-2024,fiqa,4,390435,447231,ab,False,B,exact,B,,320,1
cohere,command-r-plus-08-2024,fiqa,4,390435,447231,ba,False,B,exact,B,,320,1
cohere,command-r-plus-08-2024,fiqa,4,390435,531578,ab,False,B,exact,B,,300,1
cohere,command-r-plus-08-2024,fiqa,4,390435,531578,ba,False,B,exact,B,,300,1
cohere,command-r-plus-08-2024,fiqa,4,390435,562777,ab,False,B,exact,B,,284,1
cohere,command-r-plus-08-2024,fiqa,4,390435,562777,ba,False,B,exact,B,,284,1
cohere,command-r-plus-08-2024,fiqa,4,397608,40257,ab,False,B,exact,B,,308,1
cohere,command-r-plus-08-2024,fiqa,4,397608,40257,ba,False,B,exact,B,,308,1
cohere,command-r-plus-08-2024,fiqa,4,397608,434619,ab,False,B,exact,B,,228,1
cohere,command-r-plus-08-2024,fiqa,4,397608,434619,ba,False,B,exact,B,,228,1
cohere,command-r-plus-08-2024,fiqa,4,397608,447231,ab,False,B,exact,B,,330,1
cohere,command-r-plus-08-2024,fiqa,4,397608,447231,ba,False,B,exact,B,,330,1
cohere,command-r-plus-08-2024,fiqa,4,397608,531578,ab,False,B,exact,B,,310,1
cohere,command-r-plus-08-2024,fiqa,4,397608,531578,ba,False,B,exact,B,,310,1
cohere,command-r-plus-08-2024,fiqa,4,397608,562777,ab,False,B,exact,B,,294,1
cohere,command-r-plus-08-2024,fiqa,4,397608,562777,ba,False,B,exact,B,,294,1
cohere,command-r-plus-08-2024,fiqa,4,40257,434619,ab,False,A,exact,A,,226,1
cohere,command-r-plus-08-2024,fiqa,4,40257,434619,ba,False,B,exact,B,,226,1
cohere,command-r-plus-08-2024,fiqa,4,40257,447231,ab,False,B,exact,B,,328,1
cohere,command-r-plus-08-2024,fiqa,4,40257,447231,ba,False,B,exact,B,,328,1
cohere,command-r-plus-08-2024,fiqa,4,40257,531578,ab,False,B,exact,B,,308,1
cohere,command-r-plus-08-2024,fiqa,4,40257,531578,ba,False,B,exact,B,,308,1
cohere,command-r-plus-08-2024,fiqa,4,40257,562777,ab,False,A,exact,A,,292,1
cohere,command-r-plus-08-2024,fiqa,4,40257,562777,ba,False,B,exact,B,,292,1
cohere,command-r-plus-08-2024,fiqa,4,434619,447231,ab,False,B,exact,B,,248,1
cohere,command-r-plus-08-2024,fiqa,4,434619,447231,ba,False,A,exact,A,,248,1
cohere,command-r-plus-08-2024,fiqa,4,434619,531578,ab,False,B,exact,B,,228,1
cohere,command-r-plus-08-2024,fiqa,4,434619,531578,ba,False,A,exact,A,,228,1
cohere,command-r-plus-08-2024,fiqa,4,434619,562777,ab,False,B,exact,B,,212,1
cohere,command-r-plus-08-2024,fiqa,4,434619,562777,ba,False,B,exact,B,,212,1
cohere,command-r-plus-08-2024,fiqa,4,447231,531578,ab,False,B,exact,B,,330,1
cohere,command-r-plus-08-2024,fiqa,4,447231,531578,ba,False,B,exact,B,,330,1
cohere,command-r-plus-08-2024,fiqa,4,447231,562777,ab,False,A,exact,A,,314,1
cohere,command-r-plus-08-2024,fiqa,4,447231,562777,ba,False,B,exact,B,,314,1
cohere,command-r-plus-08-2024,fiqa,4,531578,562777,ab,False,A,exact,A,,294,1
cohere,command-r-plus-08-2024,fiqa,4,531578,562777,ba,False,B,exact,B,,294,1
azure,gpt-4.1-mini,fiqa,4,194308,327002,ab,False,B,exact,B,,251,2
azure,gpt-4.1-mini,fiqa,4,194308,327002,ba,False,A,exact,A,,251,2
azure,gpt-4.1-mini,fiqa,4,194308,332161,ab,False,B,exact,B,,191,2
azure,gpt-4.1-mini,fiqa,4,194308,332161,ba,False,A,exact,A,,191,2
azure,gpt-4.1-mini,fiqa,4,194308,390435,ab,False,B,exact,B,,254,2
azure,gpt-4.1-mini,fiqa,4,194308,390435,ba,False,A,exact,A,,254,2
azure,gpt-4.1-mini,fiqa,4,194308,397608,ab,False,B,exact,B,,259,2
azure,gpt-4.1-mini,fiqa,4,194308,397608,ba,False,A,exact,A,,259,2
azure,gpt-4.1-mini,fiqa,4,194308,40257,ab,False,B,exact,B,,258,2
azure,gpt-4.1-mini,fiqa,4,194308,40257,ba,False,A,exact,A,,258,2
azure,gpt-4.1-mini,fiqa,4,194308,434619,ab,False,A,exact,A,,181,2
azure,gpt-4.1-mini,fiqa,4,194308,434619,ba,False,A,exact,A,,181,2
azure,gpt-4.1-mini,fiqa,4,194308,447231,ab,False,B,exact,B,,270,2
azure,gpt-4.1-mini,fiqa,4,194308,447231,ba,False,A,exact,A,,270,2
azure,gpt-4.1-mini,fiqa,4,194308,531578,ab,False,B,exact,B,,261,2
azure,gpt-4.1-mini,fiqa,4,194308,531578,ba,False,A,exact,A,,261,2
azure,gpt-4.1-mini,fiqa,4,194308,562777,ab,False,B,exact,B,,247,2
azure,gpt-4.1-mini,fiqa,4,194308,562777,ba,False,A,exact,A,,247,2
azure,gpt-4.1-mini,fiqa,4,327002,332161,ab,False,A,exact,A,,223,2
azure,gpt-4.1-mini,fiqa,4,327002,332161,ba,False,B,exact,B,,223,2
azure,gpt-4.1-mini,fiqa,4,327002,390435,ab,False,A,exact,A,,286,2
azure,gpt-4.1-mini,fiqa,4,327002,390435,ba,False,A,exact,A,,286,2
azure,gpt-4.1-mini,fiqa,4,327002,397608,ab,False,A,exact,A,,291,2
azure,gpt-4.1-mini,fiqa,4,327002,397608,ba,False,B,exact,B,,291,2
azure,gpt-4.1-mini,fiqa,4,327002,40257,ab,False,B,exact,B,,290,2
azure,gpt-4.1-mini,fiqa,4,327002,40257,ba,False,B,exact,B,,290,2
azure,gpt-4.1-mini,fiqa,4,327002,434619,ab,False,A,exact,A,,213,2
azure,gpt-4.1-mini,fiqa,4,327002,434619,ba,False,B,exact,B,,213,2
azure,gpt-4.1-mini,fiqa,4,327002,447231,ab,False,B,exact,B,,302,2
azure,gpt-4.1-mini,fiqa,4,327002,447231,ba,False,A,exact,A,,302,2
azure,gpt-4.1-mini,fiqa,4,327002,531578,ab,False,A,exact,A,,293,2
azure,gpt-4.1-mini,fiqa,4,327002,531578,ba,False,B,exact,B,,293,2
azure,gpt-4.1-mini,fiqa,4,327002,562777,ab,False,A,exact,A,,279,2
azure,gpt-4.1-mini,fiqa,4,327002,562777,ba,False,B,exact,B,,279,2
azure,gpt-4.1-mini,fiqa,4,332161,390435,ab,False,A,exact,A,,226,2
azure,gpt-4.1-mini,fiqa,4,332161,390435,ba,False,A,exact,A,,226,2
