path,file_type,size_bytes,tracked_status,last_git_modification,classification,canonical_status,dependency_notes,recommended_action,confidence
figure3_structural_quality_improvement_ms1.pdf,figure(pdf),210755,tracked,2026-07-12,historical but useful artifact,no,Named like early manuscript figures; current figures live under papers/JDIQ_2026/figures and manuscript/figures_v2 -- these root copies are pre-JDIQ_2026 (multi-scorer era) renders of similarly-named plots,move to figures/legacy/ (verify none is \includegraphics'd from any current .tex first),medium
figure4_repair_effect_forest_final.pdf,figure(pdf),29848,tracked,2026-07-12,historical but useful artifact,no,Named like early manuscript figures; current figures live under papers/JDIQ_2026/figures and manuscript/figures_v2 -- these root copies are pre-JDIQ_2026 (multi-scorer era) renders of similarly-named plots,move to figures/legacy/ (verify none is \includegraphics'd from any current .tex first),medium
figure5_dataset_comparison.pdf,figure(pdf),19625,tracked,2026-07-12,historical but useful artifact,no,Named like early manuscript figures; current figures live under papers/JDIQ_2026/figures and manuscript/figures_v2 -- these root copies are pre-JDIQ_2026 (multi-scorer era) renders of similarly-named plots,move to figures/legacy/ (verify none is \includegraphics'd from any current .tex first),medium
figure6_failure_taxonomy.pdf,figure(pdf),18135,tracked,2026-07-12,historical but useful artifact,no,Named like early manuscript figures; current figures live under papers/JDIQ_2026/figures and manuscript/figures_v2 -- these root copies are pre-JDIQ_2026 (multi-scorer era) renders of similarly-named plots,move to figures/legacy/ (verify none is \includegraphics'd from any current .tex first),medium
Consistency_Aware_Reranking_via_Preference_Graph_Repair__Structural_Gains_and_Conditional_Retrieval_Effects_IJCS.zip,archive,484655,tracked,2026-07-05,historical but useful artifact,no,"Title matches an early (IJCS-targeted) paper draft, predates the JDIQ_2026 / negative_result_2026 tracks",move to papers/_archive/ with a one-line README noting it is a superseded venue target,medium
AUDIT_LOCAL_BRANCH.md,doc,4428,tracked,2026-07-26,historical but useful artifact,no,Predates PROJECT_STATUS.md's documentation-authority map; not listed there as authoritative for anything current,move to docs/historical/ (repo already has this convention) unless PROJECT_STATUS.md is updated to explicitly supersede it in place,medium
EXPANDED_SELECTIVE_REPORT.md,doc,6559,tracked,2026-04-04,historical but useful artifact,no,Predates PROJECT_STATUS.md's documentation-authority map; not listed there as authoritative for anything current,move to docs/historical/ (repo already has this convention) unless PROJECT_STATUS.md is updated to explicitly supersede it in place,medium
FAS_NICHE_REPORT.md,doc,6756,tracked,2026-04-04,historical but useful artifact,no,Predates PROJECT_STATUS.md's documentation-authority map; not listed there as authoritative for anything current,move to docs/historical/ (repo already has this convention) unless PROJECT_STATUS.md is updated to explicitly supersede it in place,medium
MANUSCRIPT_SUMMARY.md,doc,7673,tracked,2026-04-04,historical but useful artifact,no,Predates PROJECT_STATUS.md's documentation-authority map; not listed there as authoritative for anything current,move to docs/historical/ (repo already has this convention) unless PROJECT_STATUS.md is updated to explicitly supersede it in place,medium
MULTI_SCORER_EXPERIMENT_REPORT.md,doc,9227,tracked,2026-04-04,historical but useful artifact,no,Predates PROJECT_STATUS.md's documentation-authority map; not listed there as authoritative for anything current,move to docs/historical/ (repo already has this convention) unless PROJECT_STATUS.md is updated to explicitly supersede it in place,medium
MULTI_SCORER_SUMMARY.md,doc,3383,tracked,2026-04-04,historical but useful artifact,no,Predates PROJECT_STATUS.md's documentation-authority map; not listed there as authoritative for anything current,move to docs/historical/ (repo already has this convention) unless PROJECT_STATUS.md is updated to explicitly supersede it in place,medium
PAPER_DRAFT_WORDING.md,doc,9602,tracked,2026-04-04,historical but useful artifact,no,Predates PROJECT_STATUS.md's documentation-authority map; not listed there as authoritative for anything current,move to docs/historical/ (repo already has this convention) unless PROJECT_STATUS.md is updated to explicitly supersede it in place,medium
PAPER_OUTLINE.md,doc,6824,tracked,2026-04-04,historical but useful artifact,no,Predates PROJECT_STATUS.md's documentation-authority map; not listed there as authoritative for anything current,move to docs/historical/ (repo already has this convention) unless PROJECT_STATUS.md is updated to explicitly supersede it in place,medium
PAPER_READY_REPORT.md,doc,7898,tracked,2026-04-04,historical but useful artifact,no,Predates PROJECT_STATUS.md's documentation-authority map; not listed there as authoritative for anything current,move to docs/historical/ (repo already has this convention) unless PROJECT_STATUS.md is updated to explicitly supersede it in place,medium
REAL_SCORER_EXPERIMENT_REPORT.md,doc,6494,tracked,2026-04-04,historical but useful artifact,no,Predates PROJECT_STATUS.md's documentation-authority map; not listed there as authoritative for anything current,move to docs/historical/ (repo already has this convention) unless PROJECT_STATUS.md is updated to explicitly supersede it in place,medium
REASONING_BENCHMARK_FEASIBILITY.md,doc,4358,tracked,2026-04-04,historical but useful artifact,no,Predates PROJECT_STATUS.md's documentation-authority map; not listed there as authoritative for anything current,move to docs/historical/ (repo already has this convention) unless PROJECT_STATUS.md is updated to explicitly supersede it in place,medium
REMEDIATION_REPORT.md,doc,29867,tracked,2026-07-26,historical but useful artifact,no,Predates PROJECT_STATUS.md's documentation-authority map; not listed there as authoritative for anything current,move to docs/historical/ (repo already has this convention) unless PROJECT_STATUS.md is updated to explicitly supersede it in place,medium
REVIEWER_CONCERN_GAP_AUDIT.md,doc,62250,tracked,2026-07-26,historical but useful artifact,no,Predates PROJECT_STATUS.md's documentation-authority map; not listed there as authoritative for anything current,move to docs/historical/ (repo already has this convention) unless PROJECT_STATUS.md is updated to explicitly supersede it in place,medium
TODO.md,doc,1982,tracked,2026-07-14,historical but useful artifact,no,Predates PROJECT_STATUS.md's documentation-authority map; not listed there as authoritative for anything current,move to docs/historical/ (repo already has this convention) unless PROJECT_STATUS.md is updated to explicitly supersede it in place,medium
VALIDATION_REPORT.md,doc,7006,tracked,2026-04-04,historical but useful artifact,no,Predates PROJECT_STATUS.md's documentation-authority map; not listed there as authoritative for anything current,move to docs/historical/ (repo already has this convention) unless PROJECT_STATUS.md is updated to explicitly supersede it in place,medium
AGENTS.md,root config/doc,3452,tracked,2026-07-27,reproducibility documentation,yes,,keep,medium
PROJECT_STATUS.md,root config/doc,49874,tracked,2026-07-28,reproducibility documentation,yes,,keep,medium
README.md,root config/doc,36073,tracked,2026-07-27,reproducibility documentation,partial,"PROJECT_STATUS.md self-declares as canonical entry point (2026-07-28); README.md (2026-07-27) still names outputs/pub_vote_cmp_all4 as canonical -- CONFLICTS with PROJECT_STATUS.md's own evidence-authority pointer to main.tex, and with the current full_calibrated_core-backed manuscript numbers",update README.md canonical-package pointer,high
LICENSE,root config/doc,1071,tracked,2026-03-19,canonical experiment configuration,partial,,keep,medium
Makefile,root config/doc,2853,tracked,2026-04-06,canonical experiment configuration,partial,,keep,medium
pyproject.toml,root config/doc,2282,tracked,2026-07-27,canonical experiment configuration,partial,,keep,medium
requirements.txt,root config/doc,827,tracked,2026-07-14,canonical experiment configuration,partial,,keep,medium
.gitignore,root config/doc,12498,tracked,2026-07-28,canonical experiment configuration,partial,,keep,medium
src/consistency_ranker/soft_score_ranking.py,source,6750,tracked,2026-07-26,canonical source code,yes,,keep,high
src/consistency_ranker/dag_ambiguity.py,source,5739,tracked,2026-07-26,canonical source code,yes,,keep,high
src/consistency_ranker/synthetic_data.py,source,2433,tracked,2026-03-20,canonical source code,yes,,keep,high
src/consistency_ranker/experiment_cli.py,source,4166,tracked,2026-07-27,canonical source code,yes,,keep,high
src/consistency_ranker/pairwise_prefs.py,source,3802,tracked,2026-03-20,canonical source code,yes,,keep,high
src/consistency_ranker/markov_graph_ranking.py,source,5032,tracked,2026-04-04,canonical source code,yes,,keep,high
src/consistency_ranker/evaluation.py,source,7033,tracked,2026-04-04,canonical source code,yes,,keep,high
src/consistency_ranker/combsum_ranking.py,source,4674,tracked,2026-04-04,canonical source code,yes,,keep,high
src/consistency_ranker/dag_linear_extensions.py,source,41260,tracked,2026-07-26,canonical source code,yes,,keep,high
src/consistency_ranker/rrf_ranking.py,source,3263,tracked,2026-04-04,canonical source code,yes,,keep,high
src/consistency_ranker/metric_aware_repair.py,source,8294,tracked,2026-04-04,canonical source code,yes,,keep,high
src/consistency_ranker/qrels_reference.py,source,4792,tracked,2026-07-15,canonical source code,yes,,keep,high
src/consistency_ranker/exact_fas.py,source,3184,tracked,2026-03-21,canonical source code,yes,,keep,high
src/consistency_ranker/cycle_detection.py,source,3803,tracked,2026-03-20,canonical source code,yes,,keep,high
src/consistency_ranker/__init__.py,source,607,tracked,2026-07-26,canonical source code,yes,,keep,high
src/consistency_ranker/graph_construction.py,source,3819,tracked,2026-03-20,canonical source code,yes,,keep,high
src/consistency_ranker/data_loader.py,source,3449,tracked,2026-03-20,canonical source code,yes,,keep,high
src/consistency_ranker/greedy_fas.py,source,3167,tracked,2026-07-14,canonical source code,yes,,keep,high
src/consistency_ranker/baseline_ranking.py,source,19688,tracked,2026-07-26,canonical source code,yes,,keep,high
src/consistency_ranker/borda_fuse_ranking.py,source,4069,tracked,2026-04-04,canonical source code,yes,,keep,high
src/consistency_ranker/mwfas_solver.py,source,18004,tracked,2026-07-14,canonical source code,yes,,keep,high
src/consistency_ranker/statistical_inference.py,source,18988,tracked,2026-07-28,canonical source code,yes,,keep,high
src/consistency_ranker/data/msmarco_passage_loader.py,source,5233,tracked,2026-04-04,canonical source code,yes,,keep,high
src/consistency_ranker/data/beir_loader.py,source,7783,tracked,2026-04-04,canonical source code,yes,,keep,high
src/consistency_ranker/data/dataset_registry.py,source,8004,tracked,2026-04-04,canonical source code,yes,,keep,high
src/consistency_ranker/data/__init__.py,source,873,tracked,2026-04-04,canonical source code,yes,,keep,high
src/consistency_ranker/data/unified_loader.py,source,16759,tracked,2026-04-04,canonical source code,yes,,keep,high
src/consistency_ranker/data/ir_datasets_export.py,source,7139,tracked,2026-04-04,canonical source code,yes,,keep,high
src/consistency_ranker/data/schema.py,source,3607,tracked,2026-03-20,canonical source code,yes,,keep,high
src/consistency_ranker/data/hotpotqa_loader.py,source,4786,tracked,2026-04-04,canonical source code,yes,,keep,high
src/consistency_ranker/data/query_ids.py,source,3549,tracked,2026-03-22,canonical source code,yes,,keep,high
src/consistency_ranker/data/bright_loader.py,source,21139,tracked,2026-03-20,canonical source code,yes,,keep,high
src/consistency_ranker/repair_frontier/selection.py,source,12784,untracked,n/a (untracked),canonical source code,yes,,keep,high
src/consistency_ranker/repair_frontier/discovery.py,source,10512,untracked,n/a (untracked),canonical source code,yes,,keep,high
src/consistency_ranker/repair_frontier/reinsertion.py,source,2120,untracked,n/a (untracked),canonical source code,yes,,keep,high
src/consistency_ranker/repair_frontier/frontier.py,source,9373,untracked,n/a (untracked),canonical source code,yes,,keep,high
src/consistency_ranker/repair_frontier/types.py,source,3550,untracked,n/a (untracked),canonical source code,yes,,keep,high
src/consistency_ranker/repair_frontier/__init__.py,source,1583,untracked,n/a (untracked),canonical source code,yes,,keep,high
src/consistency_ranker/repair_frontier/protection_rules.py,source,6470,untracked,n/a (untracked),canonical source code,yes,,keep,high
src/consistency_ranker/repair_frontier/local_candidates.py,source,12936,untracked,n/a (untracked),canonical source code,yes,,keep,high
src/consistency_ranker/repair_frontier/disposition.py,source,2813,untracked,n/a (untracked),canonical source code,yes,,keep,high
src/consistency_ranker/repair_frontier/edge_confidence.py,source,2550,untracked,n/a (untracked),canonical source code,yes,,keep,high
src/consistency_ranker/repair_frontier/acceptance.py,source,2866,untracked,n/a (untracked),canonical source code,yes,,keep,high
src/consistency_ranker/counterfactual_pilot/prompt.py,source,784,tracked,2026-07-27,canonical source code,yes,,keep,high
src/consistency_ranker/counterfactual_pilot/presentation.py,source,1632,tracked,2026-07-27,canonical source code,yes,,keep,high
src/consistency_ranker/counterfactual_pilot/query_selection.py,source,1834,tracked,2026-07-27,canonical source code,yes,,keep,high
src/consistency_ranker/counterfactual_pilot/panel.py,source,4161,tracked,2026-07-27,canonical source code,yes,,keep,high
src/consistency_ranker/counterfactual_pilot/__init__.py,source,772,tracked,2026-07-27,canonical source code,yes,,keep,high
src/consistency_ranker/counterfactual_pilot/schema.py,source,3656,tracked,2026-07-27,canonical source code,yes,,keep,high
src/consistency_ranker/counterfactual_pilot/trajectory.py,source,2524,tracked,2026-07-27,canonical source code,yes,,keep,high
src/consistency_ranker/reliability_repair/selective_graph.py,source,5567,tracked,2026-07-26,canonical source code,yes,,keep,high
src/consistency_ranker/reliability_repair/edge_importance.py,source,2623,tracked,2026-07-26,canonical source code,yes,,keep,high
src/consistency_ranker/reliability_repair/prior_regularized_repair.py,source,4538,tracked,2026-07-26,canonical source code,yes,,keep,high
src/consistency_ranker/reliability_repair/pair_evidence.py,source,5789,tracked,2026-07-26,canonical source code,yes,,keep,high
src/consistency_ranker/reliability_repair/reliability_weighted_repair.py,source,4319,tracked,2026-07-26,canonical source code,yes,,keep,high
src/consistency_ranker/reliability_repair/__init__.py,source,896,tracked,2026-07-26,canonical source code,yes,,keep,high
src/consistency_ranker/reliability_repair/local_contradiction.py,source,3770,tracked,2026-07-26,canonical source code,yes,,keep,high
src/consistency_ranker/reliability_repair/evidence_aggregation.py,source,10137,tracked,2026-07-26,canonical source code,yes,,keep,high
src/consistency_ranker/reliability_repair/pipeline.py,source,8838,tracked,2026-07-26,canonical source code,yes,,keep,high
src/consistency_ranker/reliability_repair/synthetic_judgment_models.py,source,6163,tracked,2026-07-26,canonical source code,yes,,keep,high
src/consistency_ranker/reliability_repair/edge_reliability.py,source,3874,tracked,2026-07-26,canonical source code,yes,,keep,high
src/consistency_ranker/reliability_repair/stability_diagnostics.py,source,2529,tracked,2026-07-26,canonical source code,yes,,keep,high
src/consistency_ranker/multifactor_acquisition/cache_only_judge.py,source,3884,tracked,2026-07-26,canonical source code,yes,,keep,high
src/consistency_ranker/multifactor_acquisition/azure_request.py,source,427,tracked,2026-07-26,canonical source code,yes,,keep,high
src/consistency_ranker/multifactor_acquisition/live_judge.py,source,17266,tracked,2026-07-26,canonical source code,yes,,keep,high
src/consistency_ranker/multifactor_acquisition/sampling.py,source,14090,tracked,2026-07-26,canonical source code,yes,,keep,high
src/consistency_ranker/multifactor_acquisition/reparse.py,source,4454,tracked,2026-07-26,canonical source code,yes,,keep,high
src/consistency_ranker/multifactor_acquisition/__init__.py,source,183,tracked,2026-07-26,canonical source code,yes,,keep,high
src/consistency_ranker/multifactor_acquisition/analyze.py,source,26460,tracked,2026-07-26,canonical source code,yes,,keep,high
src/consistency_ranker/multifactor_acquisition/evaluation_contract.py,source,10995,tracked,2026-07-26,canonical source code,yes,,keep,high
src/consistency_ranker/multifactor_acquisition/completion.py,source,6520,tracked,2026-07-27,canonical source code,yes,,keep,high
src/consistency_ranker/multifactor_acquisition/pricing.py,source,2753,tracked,2026-07-26,canonical source code,yes,,keep,high
src/consistency_ranker/utils/__init__.py,source,166,tracked,2026-03-20,canonical source code,yes,,keep,high
src/consistency_ranker/utils/timing.py,source,12406,tracked,2026-03-20,canonical source code,yes,,keep,high
src/consistency_ranker/utils/llm_api_status.py,source,5607,tracked,2026-07-14,canonical source code,yes,,keep,high
src/consistency_ranker/prior_robust/prior_perturbation.py,source,6391,tracked,2026-07-26,canonical source code,yes,,keep,high
src/consistency_ranker/prior_robust/prior_dependence.py,source,6528,tracked,2026-07-26,canonical source code,yes,,keep,high
src/consistency_ranker/prior_robust/exploration_guards.py,source,7054,tracked,2026-07-26,canonical source code,yes,,keep,high
src/consistency_ranker/prior_robust/robust_stopping.py,source,4521,tracked,2026-07-26,canonical source code,yes,,keep,high
src/consistency_ranker/prior_robust/__init__.py,source,1287,tracked,2026-07-26,canonical source code,yes,,keep,high
src/consistency_ranker/prior_robust/engine.py,source,25537,tracked,2026-07-26,canonical source code,yes,,keep,high
src/consistency_ranker/prior_robust/shared_bias.py,source,5057,tracked,2026-07-26,canonical source code,yes,,keep,high
src/consistency_ranker/prior_robust/bias_diagnostics.py,source,5146,tracked,2026-07-26,canonical source code,yes,,keep,high
src/consistency_ranker/prior_robust/prior_quality.py,source,7248,tracked,2026-07-26,canonical source code,yes,,keep,high
src/consistency_ranker/prior_robust/adaptive_prior.py,source,4875,tracked,2026-07-26,canonical source code,yes,,keep,high
src/consistency_ranker/prior_robust/robustness_report.py,source,3358,tracked,2026-07-26,canonical source code,yes,,keep,high
src/consistency_ranker/prior_robust/robust_acquisition.py,source,5456,tracked,2026-07-26,canonical source code,yes,,keep,high
src/consistency_ranker/prior_robust/evidence_stability.py,source,8300,tracked,2026-07-26,canonical source code,yes,,keep,high
src/consistency_ranker/prior_robust/robust_extraction.py,source,4774,tracked,2026-07-26,canonical source code,yes,,keep,high
src/consistency_ranker/prior_robust/adversarial_judges.py,source,7236,tracked,2026-07-26,canonical source code,yes,,keep,high
src/consistency_ranker/prior_robust/challenger_pool.py,source,4755,tracked,2026-07-26,canonical source code,yes,,keep,high
src/consistency_ranker/failure_mining/data_setup.py,source,5210,tracked,2026-07-14,canonical source code,yes,,keep,high
src/consistency_ranker/failure_mining/query_processor.py,source,10403,tracked,2026-07-15,canonical source code,yes,,keep,high
src/consistency_ranker/failure_mining/graph_features.py,source,5790,tracked,2026-07-15,canonical source code,yes,,keep,high
src/consistency_ranker/failure_mining/__init__.py,source,372,tracked,2026-07-14,canonical source code,yes,,keep,high
src/consistency_ranker/failure_mining/analysis.py,source,18688,tracked,2026-07-14,canonical source code,yes,,keep,high
src/consistency_ranker/failure_mining/llm_runner.py,source,24587,tracked,2026-07-14,canonical source code,yes,,keep,high
src/consistency_ranker/repair_diagnostic/association.py,source,7560,untracked,n/a (untracked),canonical source code,yes,,keep,high
src/consistency_ranker/repair_diagnostic/outcomes.py,source,3194,untracked,n/a (untracked),canonical source code,yes,,keep,high
src/consistency_ranker/repair_diagnostic/decision.py,source,6458,untracked,n/a (untracked),canonical source code,yes,,keep,high
src/consistency_ranker/repair_diagnostic/__init__.py,source,1678,untracked,n/a (untracked),canonical source code,yes,,keep,high
src/consistency_ranker/repair_diagnostic/features.py,source,7209,untracked,n/a (untracked),canonical source code,yes,,keep,high
src/consistency_ranker/repair_diagnostic/prediction.py,source,10595,untracked,n/a (untracked),canonical source code,yes,,keep,high
src/consistency_ranker/extraction_study/selection.py,source,8137,untracked,n/a (untracked),canonical source code,yes,,keep,high
src/consistency_ranker/extraction_study/evaluation.py,source,6434,untracked,n/a (untracked),canonical source code,yes,,keep,high
src/consistency_ranker/extraction_study/extractors.py,source,3694,untracked,n/a (untracked),canonical source code,yes,,keep,high
src/consistency_ranker/extraction_study/decision.py,source,4243,untracked,n/a (untracked),canonical source code,yes,,keep,high
src/consistency_ranker/extraction_study/__init__.py,source,1247,untracked,n/a (untracked),canonical source code,yes,,keep,high
src/consistency_ranker/provider_capability/audit_engine.py,source,26169,tracked,2026-07-27,canonical source code,yes,,keep,high
src/consistency_ranker/provider_capability/__init__.py,source,414,tracked,2026-07-27,canonical source code,yes,,keep,high
src/consistency_ranker/provider_capability/cost_estimate.py,source,7920,tracked,2026-07-27,canonical source code,yes,,keep,high
src/consistency_ranker/provider_capability/parse_smoke.py,source,3964,tracked,2026-07-27,canonical source code,yes,,keep,high
src/consistency_ranker/provider_capability/sanitize.py,source,2948,tracked,2026-07-27,canonical source code,yes,,keep,high
src/consistency_ranker/provider_capability/ledger.py,source,8989,tracked,2026-07-27,canonical source code,yes,,keep,high
src/consistency_ranker/provider_capability/fixture.py,source,2662,tracked,2026-07-27,canonical source code,yes,,keep,high
src/consistency_ranker/provider_capability/schema.py,source,1690,tracked,2026-07-27,canonical source code,yes,,keep,high
src/consistency_ranker/multi_provider_eval/audit_inventory.py,source,2164,tracked,2026-07-26,canonical source code,yes,,keep,high
src/consistency_ranker/multi_provider_eval/manifest.py,source,3592,tracked,2026-07-26,canonical source code,yes,,keep,high
src/consistency_ranker/multi_provider_eval/cache.py,source,2840,tracked,2026-07-26,canonical source code,yes,,keep,high
src/consistency_ranker/multi_provider_eval/graph_eval.py,source,3777,tracked,2026-07-26,canonical source code,yes,,keep,high
src/consistency_ranker/multi_provider_eval/prompts.py,source,2615,tracked,2026-07-26,canonical source code,yes,,keep,high
src/consistency_ranker/multi_provider_eval/__init__.py,source,606,tracked,2026-07-26,canonical source code,yes,,keep,high
src/consistency_ranker/multi_provider_eval/providers.py,source,12970,tracked,2026-07-27,canonical source code,yes,,keep,high
src/consistency_ranker/multi_provider_eval/orientation.py,source,4016,tracked,2026-07-26,canonical source code,yes,,keep,high
src/consistency_ranker/multi_provider_eval/spending.py,source,3554,tracked,2026-07-26,canonical source code,yes,,keep,high
src/consistency_ranker/multi_provider_eval/parsing.py,source,10363,tracked,2026-07-26,canonical source code,yes,,keep,high
src/consistency_ranker/multi_provider_eval/schema.py,source,1859,tracked,2026-07-26,canonical source code,yes,,keep,high
src/consistency_ranker/multi_provider_eval/ensemble.py,source,4683,tracked,2026-07-26,canonical source code,yes,,keep,high
src/consistency_ranker/repair_selector_mining/processor.py,source,7423,tracked,2026-07-14,canonical source code,yes,,keep,high
src/consistency_ranker/repair_selector_mining/splits.py,source,3143,tracked,2026-07-14,canonical source code,yes,,keep,high
src/consistency_ranker/repair_selector_mining/label_generation.py,source,4877,tracked,2026-07-28,canonical source code,yes,,keep,high
src/consistency_ranker/repair_selector_mining/checkpoint.py,source,5759,tracked,2026-07-14,canonical source code,yes,,keep,high
src/consistency_ranker/repair_selector_mining/selector_training.py,source,12899,tracked,2026-07-14,canonical source code,yes,,keep,high
src/consistency_ranker/repair_selector_mining/repair_pairs.py,source,1652,tracked,2026-07-14,canonical source code,yes,,keep,high
src/consistency_ranker/repair_selector_mining/oracle_headroom.py,source,17144,tracked,2026-07-28,canonical source code,yes,,keep,high
src/consistency_ranker/repair_selector_mining/__init__.py,source,167,tracked,2026-07-14,canonical source code,yes,,keep,high
src/consistency_ranker/repair_selector_mining/grouped_splits.py,source,3041,tracked,2026-07-28,canonical source code,yes,,keep,high
src/consistency_ranker/repair_selector_mining/candidate_selection.py,source,6455,tracked,2026-07-14,canonical source code,yes,,keep,high
src/consistency_ranker/repair_selector_mining/reports.py,source,11435,tracked,2026-07-14,canonical source code,yes,,keep,high
src/consistency_ranker/policy_selection/policy_regret.py,source,3935,tracked,2026-07-26,canonical source code,yes,,keep,high
src/consistency_ranker/policy_selection/policy_calibration.py,source,16891,tracked,2026-07-26,canonical source code,yes,,keep,high
src/consistency_ranker/policy_selection/policy_utility.py,source,3831,tracked,2026-07-26,canonical source code,yes,,keep,high
src/consistency_ranker/policy_selection/diagnostic_probes.py,source,10108,tracked,2026-07-26,canonical source code,yes,,keep,high
src/consistency_ranker/policy_selection/replay_eval.py,source,5143,tracked,2026-07-26,canonical source code,yes,,keep,high
src/consistency_ranker/policy_selection/policy_benchmark.py,source,13979,tracked,2026-07-26,canonical source code,yes,,keep,high
src/consistency_ranker/policy_selection/risk_control.py,source,4987,tracked,2026-07-26,canonical source code,yes,,keep,high
src/consistency_ranker/policy_selection/__init__.py,source,4561,tracked,2026-07-26,canonical source code,yes,,keep,high
src/consistency_ranker/policy_selection/production_runner.py,source,27151,tracked,2026-07-26,canonical source code,yes,,keep,high
src/consistency_ranker/policy_selection/policy_gate.py,source,21556,tracked,2026-07-26,canonical source code,yes,,keep,high
src/consistency_ranker/policy_selection/production_config.py,source,4575,tracked,2026-07-26,canonical source code,yes,,keep,high
src/consistency_ranker/policy_selection/gate_features.py,source,17369,tracked,2026-07-26,canonical source code,yes,,keep,high
src/consistency_ranker/policy_selection/execution_mode.py,source,3111,tracked,2026-07-26,canonical source code,yes,,keep,high
src/consistency_ranker/policy_selection/policy_mixture.py,source,2993,tracked,2026-07-26,canonical source code,yes,,keep,high
src/consistency_ranker/policy_selection/safe_fallback.py,source,8076,tracked,2026-07-26,canonical source code,yes,,keep,high
src/consistency_ranker/policy_selection/policy_runner.py,source,16248,tracked,2026-07-26,canonical source code,yes,,keep,high
